Key,English,Traditional_Chinese
PROPSKILL_TXT_000116,Merkaba Hanzelrusha,神聖領域
PROPSKILL_TXT_000117,Summons a lingering effect that deals damage over time to enemies within its area.,設置一個神聖的結界，讓進入結界的怪物持續受到傷害。
PROPSKILL_TXT_000118,Belial Smashing,火龍拳
PROPSKILL_TXT_000119,Strikes the enemy with five powerful blows.,拳頭冒出火花，同時往前衝刺進行強力的攻擊。
PROPSKILL_TXT_000120,Piercing Serpent,橫衝直撞
PROPSKILL_TXT_000121,Fires a piercing beam at the enemy.,進行直線性的範圍攻擊。
PROPSKILL_TXT_000122,Blood Fist,血之狂舞
PROPSKILL_TXT_000123,Strikes the enemy with a heavy blow that causes bleeding.,重擊敵人，並造成持續流血。
PROPSKILL_TXT_000124,Sonichand,百裂拳
PROPSKILL_TXT_000125,"A fast, straight punch.",強而有力的直拳。
PROPSKILL_TXT_000126,Asmodeus,戰力強化
PROPSKILL_TXT_000127,Enhances the power of the wielded knuckle.,增加使用拳套時的攻擊力。
PROPSKILL_TXT_000128,Baraqijal Esna,挑釁
PROPSKILL_TXT_000129,Increases damage dealt to the target while also increasing their Attack.,將敵人的防禦力降低，但會提升敵人的攻擊力。
PROPSKILL_TXT_000130,Bgvur Tialbold,波動拳
PROPSKILL_TXT_000131,Strikes nearby enemies with an outward shockwave.,利用氣的波動進行攻擊自己周圍的怪物。
PROPSKILL_TXT_000132,Asalraalaikum,羅煞狂爆拳
PROPSKILL_TXT_000133,A fully concentrated strike. Always consumes 100% MP.,消耗所有的MP來製造最大的傷害。
PROPSKILL_TXT_000134,Flame Ball,火焰迴旋
PROPSKILL_TXT_000135,Strikes the enemy with a ball of flame that may reduce the target's HP Restoration.,用火球攻擊敵人，降低目標治療能力的機率。
PROPSKILL_TXT_000136,Flame Geyser,自體焚燒
PROPSKILL_TXT_000137,"Engulfs the enemy in a geyser of flame, dealing damage over time.",召喚熱氣來持續傷害對方。
PROPSKILL_TXT_000138,Swordwind,疾風之刃
PROPSKILL_TXT_000140,Strongwind,颶風爆
PROPSKILL_TXT_000141,A ranged wind attack that pushes the enemy back.,施展強大颶風，將對方擊退，有機率減少目標的恢復力。
PROPSKILL_TXT_000142,Blinkpool,風之傳送
PROPSKILL_TXT_000143,Teleports you to a target point within range.,使用魔法之風瞬間移動到指定的地點 (指標範圍內)。
PROPSKILL_TXT_000144,Ice Missile,冰刃
PROPSKILL_TXT_000145,Blasts the enemy with a missile of ice that may reduce the target's speed.,藉助水精靈的力量攻擊敵人，有機會減緩目標的移動速度。
PROPSKILL_TXT_000146,Lightning Ball,電光球
PROPSKILL_TXT_000147,Damages the enemy with a ball of static that may reduce the target's defense.,藉助雷精靈的力量攻擊敵人，有機率減少目標的防禦力。
PROPSKILL_TXT_000148,Stone Spike,大地的懲罰
PROPSKILL_TXT_000149,Damages the enemy with a stone spike that may stun.,藉助大地精靈的力量攻擊敵人， 有機率將敵人擊暈。
PROPSKILL_TXT_000150,Mental Strike,念力球
PROPSKILL_TXT_000151,A medium-ranged mental attack.,集中精神力發動無元素攻擊。
PROPSKILL_TXT_000152,Fire Strike,火神之怒
PROPSKILL_TXT_000153,"Blasts the enemy with a ball of fire, setting them ablaze and making them more susceptible to water attacks.",發射強化的火球使敵人變成火燒狀態。
PROPSKILL_TXT_000154,Wind Cutter,風刃之劍
PROPSKILL_TXT_000155,"Slices the enemy with cutting winds, leaving them exposed and more susceptible to fire attacks.",遠程的風攻擊。降低目標的火抗性。
PROPSKILL_TXT_000156,Waterball,水球術
PROPSKILL_TXT_000157,A water attack that shoots multiple water orbs at the target.,收集空氣中的水氣做成水球後發射。
PROPSKILL_TXT_000158,Water Well,水龍之柱
PROPSKILL_TXT_000159,"Soaks the enemy with rushing water, making them more susceptible to electricity attacks.",召喚水柱攻擊對方，敵人的身體會持續維持被淋濕的狀態。
PROPSKILL_TXT_000160,Lightning Ram,高壓電光球
PROPSKILL_TXT_000161,Damages the enemy with an electric ball.,將雷電壓縮成球體後發射，並讓敵人受到強烈的傷害。
PROPSKILL_TXT_000162,Lightning Shock,雷擊術
PROPSKILL_TXT_000163,"Blasts the enemy with a ball of lightning, electrifying them and making them more susceptible to earth attacks.",看起來與一般攻擊一樣，但是施展後會讓敵人的身體持續被雷電包圍。
PROPSKILL_TXT_000164,Rock Crash,石神降臨
PROPSKILL_TXT_000165,"Crushes the enemy with a massive stone, making them more susceptible to wind attacks.",召喚出巨大的石頭並飛向敵人。
PROPSKILL_TXT_000166,Rooting,大地之手
PROPSKILL_TXT_000167,"Binds the enemy with roots, immobilizing them.",阻止敵人靠近。
PROPSKILL_TXT_000168,Demonology,心靈恐懼
PROPSKILL_TXT_000169,Damages the enemy with a mental blast that reduces their Attack.,召喚出惡魔的幻影，使敵人心發恐慌降低攻擊力。
PROPSKILL_TXT_000170,Satanology,釘影術
PROPSKILL_TXT_000172,Psychic Bomb,念力爆炸
PROPSKILL_TXT_000173,Damages the enemy with a ball of mental energy.,將精神力瞬間爆發後，發出強力的攻擊。
PROPSKILL_TXT_000174,Psychic Wall,念力牆
PROPSKILL_TXT_000175,"Conjures a mystic wall at your location. On enemy contact, the wall pushes them back, reduces their movement speed, and deals minor damage.",利用強大的念力，製造出一面隱形牆，將反彈觸碰到的敵人並減緩移動速度。
PROPSKILL_TXT_000176,Spirit Bomb,幻影冥魅
PROPSKILL_TXT_000177,Damages the enemy through the power of your mind.,用你的精神力量對敵人造成傷害。
PROPSKILL_TXT_000178,Crucio Spell,降頭魔咒
PROPSKILL_TXT_000179,Reflects damage from the enemy's basic attacks. Less effective in PvP.,將所受到的傷害以1.75倍的傷害反彈回去。
PROPSKILL_TXT_000180,Maximum Crisis,命運輪盤
PROPSKILL_TXT_000181,"Unleashes a powerful mental explosion that damages surrounding enemies, with a small chance to stun.",自身釋放精神屏障，對周遭的敵人造成傷害。小機率可擊暈目標。
PROPSKILL_TXT_000182,Psychic Square,絕對結界
PROPSKILL_TXT_000183,Damages the target enemy and enemies surrounding them with a psychic blast.,將敵人拉進自己的精神世界，使所有進入結界的敵人受到嚴重的傷害。
PROPSKILL_TXT_000184,Firebird,火鳳凰
PROPSKILL_TXT_000185,Launches a fiery projectile that engulfs the enemy in towering flames.,召喚火鳥對敵人進行火元素攻擊。
PROPSKILL_TXT_000186,Fire Mastery,火元素研究
PROPSKILL_TXT_000187,Enhances the power of Fire spells.,提升火元素的攻擊力。
PROPSKILL_TXT_000190,Lightning Strike,天之裂痕
PROPSKILL_TXT_000191,Calls down a devastating bolt of lightning upon the enemy.,施展強力的雷震，讓怪物受到強大的傷害。
PROPSKILL_TXT_000192,Lightning Mastery,雷元素研究
PROPSKILL_TXT_000193,Enhances the power of Electric spells.,提升雷元素的攻擊力。
PROPSKILL_TXT_000194,Electric Shock,雷鳴落震
PROPSKILL_TXT_000195,"Unleashes converging bolts of electricity that surge around surrounding enemies, damaging them and reducing their Magic Resistance.",召喚出強烈的電磁場，使周圍所有的怪物受到攻擊，並引起麻痺使防禦力降低。
PROPSKILL_TXT_000196,Stone Spear,石槍術
PROPSKILL_TXT_000197,"Hurls a spear of stone that shatters on impact, blasting the enemy with flying stone fragments.",將銳利的石槍投向敵人。
PROPSKILL_TXT_000198,Earth Mastery,地元素研究
PROPSKILL_TXT_000199,Enhances the power of Earth spells.,提升地元素的攻擊力。
PROPSKILL_TXT_000200,Earthquake,天搖地動
PROPSKILL_TXT_000201,"Shatters the ground beneath the target enemy and surrounding enemies, sending chunks of earth flying outward, with a chance to reduce their Attack.",對周圍的敵人區域造成傷害，有一定機率降低目標的攻擊力。
PROPSKILL_TXT_000202,Iceshark,冰劍術
PROPSKILL_TXT_000203,"Fires an icy projectile that explodes on impact, bursting outward in freezing shards.",將水氣凝聚成冰塊，投向對方進行攻擊。
PROPSKILL_TXT_000204,Water Mastery,水元素研究
PROPSKILL_TXT_000205,Enhances the power of Water spells.,提升水元素的攻擊力。
PROPSKILL_TXT_000206,Poison Cloud,毒雲密佈
PROPSKILL_TXT_000207,"Summons a poisonous cloud above the target enemy, raining toxins that poison the target enemy and surrounding enemies over time.",召喚毒雲，並使用風與毒進行攻擊。
PROPSKILL_TXT_000208,Void,真空之擊
PROPSKILL_TXT_000209,Creates a powerful vacuum that crushes the enemy.,把對方的周圍變成真空狀態後，進行風元素攻擊。
PROPSKILL_TXT_000210,Wind Mastery,風元素研究
PROPSKILL_TXT_000211,Enhances the power of Wind spells.,提升風元素的攻擊力。
PROPSKILL_TXT_000212,Windfield,狂風怒吼
PROPSKILL_TXT_000213,"Summons a field of cutting winds beneath the target enemy, damaging the target enemy and surrounding enemies, with a chance to reduce their movement speed.",有效時間內，將特定地區變成強風區域，使所有該區範圍內的敵人移動速度變慢。
PROPSKILL_TXT_000214,Meteo Shower,紅石星塵
PROPSKILL_TXT_000215,Calls down a shower of meteors that strike the target enemy and surrounding enemies.,召喚隕石來攻擊周圍所有的敵人，使敵人受到火與地元素的攻擊。
PROPSKILL_TXT_000216,Lightning Storm,雷風狂襲
PROPSKILL_TXT_000217,"Summons a raging lightning storm that strikes the target enemy and surrounding enemies, with a chance to reduce Critical Damage.",用電擊對周圍的敵人造成傷害，有機會減少暴擊傷害。
PROPSKILL_TXT_000218,Sandstorm,沙塵風暴
PROPSKILL_TXT_000219,"Engulfs the target enemy and surrounding enemies in a violent sandstorm, with a chance to reduce their accuracy.",引發沙塵風暴，讓周圍所有的敵人受到風與地元素的攻擊，有機會減少敵人命中率
PROPSKILL_TXT_000220,Blizzard,雪山崩塌
PROPSKILL_TXT_000221,"Summons a freezing blizzard on the target enemy, striking the target enemy and surrounding enemies, with a chance to stun.",引發雪崩，使周圍所有的敵人受到水與地元素的攻擊，有機會造成敵人暈眩。
PROPSKILL_TXT_000222,Yo-Yo Mastery,溜刃研習
PROPSKILL_TXT_000223,Increases damage dealt with Yo-Yos.,增加使用溜刃時的攻擊力。
PROPSKILL_TXT_000224,Bow Mastery,弓研習
PROPSKILL_TXT_000225,Increases damage dealt with bows.,增加使用弓時的攻擊力。
PROPSKILL_TXT_000226,Dark Illusion,幻影術
PROPSKILL_TXT_000227,Turns you invisible for a short time.,施展出幻影，並隱身黑暗處。
PROPSKILL_TXT_000228,Junk Arrow,亂箭射殺
PROPSKILL_TXT_000229,"Fires multiple volleys of arrows wildly at the enemy, some of which may miss.",沒有指定的目標，隨意發射箭。
PROPSKILL_TXT_000230,Fast Walker,加速術
PROPSKILL_TXT_000231,Increases movement speed for a short time.,增加移動速度。
PROPSKILL_TXT_000232,Aimed Shot,狙擊
PROPSKILL_TXT_000233,"A slow, carefully aimed shot with a chance to deal double damage.",瞄準目標射擊，有機率造成兩倍傷害。
PROPSKILL_TXT_000234,Slow Step,緩速術
PROPSKILL_TXT_000235,An attack that may reduce the enemy's movement speed.,使對方的移動速度降低。
PROPSKILL_TXT_000236,Silent Shot,沉默射擊
PROPSKILL_TXT_000237,A surprise attack that deals increased damage during Dark Illusion.,屏住呼吸對敵人發動奇襲，在幻影術狀態下使用時將提升攻擊力。
PROPSKILL_TXT_000238,Perfect Block,絕對格擋
PROPSKILL_TXT_000239,Increases your Block.,增加您的格擋。
PROPSKILL_TXT_000240,Arrow Rain,箭雨
PROPSKILL_TXT_000241,"Rains down arrows on the target enemy and surrounding enemies, dealing damage over time.",向天空發射箭矢，使箭矢像雨般降落在敵人的頭上。
PROPSKILL_TXT_000242,Cross Line,十字爆氣
PROPSKILL_TXT_000243,A Yo-Yo strike with a chance to stun the enemy.,集中溜刃的氣，發射強大的爆擊，可造成敵人暈眩。
PROPSKILL_TXT_000244,Auto Shot,自動射擊
PROPSKILL_TXT_000245,"Fires multiple arrows at the enemy, with a chance to reduce their accuracy.",定點連續發射箭矢，有機率降低敵人命中率。
PROPSKILL_TXT_000246,Snatch,強奪
PROPSKILL_TXT_000247,Steals Penya from the target while under Dark Illusion. Must attack from behind.,偷竊金幣以及給予傷害，必須在幻影術狀態下在目標的後方才可使用。
PROPSKILL_TXT_000248,Counter Attack,逆襲
PROPSKILL_TXT_000249,Assume a counterattack stance that nullifies the next close-range attack against you and stuns the attacker. You cannot perform other actions while in this stance.,迴避一次的攻擊，並反擊對方。
PROPSKILL_TXT_000250,Deadly Swing,致命之舞
PROPSKILL_TXT_000251,A powerful Yo-Yo strike that may reduce the enemy's Attack Speed and Casting Speed.,可讓敵人受到致命的攻擊，有機率造成敵人出血。
PROPSKILL_TXT_000252,Pulling,零距離
PROPSKILL_TXT_000253,Pulls the target toward you using the Yo-Yo.,利用溜刃把對方拉到自己的前面。
PROPSKILL_TXT_000254,Critical Swing,爆擊之舞
PROPSKILL_TXT_000255,Increases your Critical Chance and Block Penetration.,增加使用溜刃時的爆擊率和格擋穿透。
PROPSKILL_TXT_000256,Enchant Poison,毒性溜溜
PROPSKILL_TXT_000257,Imbues the Yo-Yo so attacks have a chance to inflict poison and increases Attack.,在溜刃上追加毒性並提升攻擊力，有一定機率使敵人中毒。
PROPSKILL_TXT_000258,Enchant Blood,出血溜溜
PROPSKILL_TXT_000259,Imbues the Yo-Yo so attacks have a chance to inflict bleeding and increases Attack.,在溜刃上追加致命的效果，使敵人受到持續性的傷害。
PROPSKILL_TXT_000260,Enchant Absorb,吸血溜溜
PROPSKILL_TXT_000261,Imbues the Yo-Yo so attacks have a chance to drain HP and increases Attack.,在溜刃上追加吸血的效果可吸收對方HP，並且提升攻擊力。
PROPSKILL_TXT_000262,Multi-Stab,多重貫穿
PROPSKILL_TXT_000263,Strikes the enemy multiple times with the Yo-Yo.,使用溜刃多次打擊敵人。
PROPSKILL_TXT_000264,Hit of Penya,砸錢攻擊
PROPSKILL_TXT_000265,Consumes your own Penya to strike the enemy with devastating force.,消耗金幣，攻擊目標造成傷害。
PROPSKILL_TXT_000266,Escape,逃脫
PROPSKILL_TXT_000267,Removes all debuffs from yourself.,解除所有負面狀態。
PROPSKILL_TXT_000268,Vital Stab,投魂一擊
PROPSKILL_TXT_000269,A surprise attack that can only be used under Dark Illusion.,在幻影術的狀態之下才可使用，有機率造成爆擊傷害。
PROPSKILL_TXT_000270,Critical Shot,光速射擊
PROPSKILL_TXT_000271,Increases Critical Chance for a limited time.,限制時間內，使射擊弓箭的速度變快。
PROPSKILL_TXT_000272,Ice Arrow,寒冰箭
PROPSKILL_TXT_000273,"Shoots ice-covered arrows at the target enemy and surrounding enemies, reducing their movement speed.",用帶有寒氣的箭矢射擊，有機率使敵人移動速度減少。
PROPSKILL_TXT_000274,Flame Arrow,聖火之箭
PROPSKILL_TXT_000275,"Fires a flame-imbued arrow that leaves a burning field at the impact point, dealing damage over time to enemies within it.",用帶有火焰的箭矢射擊，對目標範圍的敵人造成火焰傷害。
PROPSKILL_TXT_000276,Piercing Arrow,貫通箭
PROPSKILL_TXT_000277,Fires a powerful arrow that pierces through enemies in a line.,貫通目標，並讓縱向的敵人受到傷害。
PROPSKILL_TXT_000278,Poison Arrow,毒箭
PROPSKILL_TXT_000279,"Shoots a poison-tipped arrow at the enemy, inflicting poison damage over time.",用帶有致命之毒的箭矢射擊敵人，有機率造成敵人中毒。
PROPSKILL_TXT_000280,Silent Arrow,沉默之箭
PROPSKILL_TXT_000281,Attacks the enemy and prevents them from casting spells.,攻擊敵人，並且追加沉默的效果（消耗MP的技能將無法使用）。
PROPSKILL_TXT_000282,Nature,自然之道
PROPSKILL_TXT_000283,"Attunes you to nature, heightening your senses to increase Magic Resistance and Bow Range.",藉由自然之力增強您的感官，增加提高魔法抗性和弓箭射程。
PROPSKILL_TXT_000284,Triple Shot,三連矢
PROPSKILL_TXT_000285,Fires a volley of arrows that stuns the target.,一次發射三支箭，有機率使目標暈眩。
PROPSKILL_TXT_000286,Flash,閃光
PROPSKILL_TXT_000287,Blinded by the flash of light.,讓眼睛無法睜開。
PROPSKILL_TXT_000288,Single Stun,定身(單)
PROPSKILL_TXT_000290,Stun Group,眩暈組
PROPSKILL_TXT_000291,You are stunned and cannot move.,無法移動的狀態。
PROPSKILL_TXT_000292,Damage,傷害
PROPSKILL_TXT_000294,Atk. Counter,逆襲攻擊
PROPSKILL_TXT_000295,Attack just as an enemy attacks.,等待敵人的攻擊後，使用敵人的縫隙攻擊。
PROPSKILL_TXT_000296,Knockback,擊退
PROPSKILL_TXT_000297,Pushes the enemy back.,將敵人擊退
PROPSKILL_TXT_000298,Burningfield,火龍吐息
PROPSKILL_TXT_000299,"Ignites the ground, creating a burning field that deals damage over time to enemies standing on it.",在一定範圍內召喚出火燄，使敵人持續受到傷害。
PROPSKILL_TXT_000300,Poison,中毒
PROPSKILL_TXT_000301,"You are poisoned, suffering damage over time and reduced HP Restoration.",在一定的時間內，受到毒的攻擊。
PROPSKILL_TXT_000302,Stun,擊暈
PROPSKILL_TXT_000303,You are stunned and cannot move.,你被暈眩了，動彈不得。
PROPSKILL_TXT_000304,Bleeding,流血
PROPSKILL_TXT_000305,"You are bleeding, suffering damage over time and reduced Attack Speed and Casting Speed.",在一定的時間內，受到出血的攻擊。
PROPSKILL_TXT_000306,Steal HP,吸血
PROPSKILL_TXT_000307,Drains life from an enemy.,從敵人身上吸取生命值。
PROPSKILL_TXT_000308,Swordcross,劍光交錯
PROPSKILL_TXT_000310,Poison Sting,毒針
PROPSKILL_TXT_000313,Damages an enemy over time.,在一段時間內對敵人造成傷害。
PROPSKILL_TXT_000314,Chill of Death,死亡之寒
PROPSKILL_TXT_000315,"You are chilled, suffering reduced Attack Speed and Casting Speed.",降低攻擊速度並增加施法時間。
PROPSKILL_TXT_000319,You fainted.,你昏倒了。
PROPSKILL_TXT_000320,Krrr's Poison,咕噥的毒
PROPSKILL_TXT_000324,Berserker Mushroom,毒菇菇的瘋狂
PROPSKILL_TXT_000325,Increases Attack and Attack Speed.,增加攻擊力與攻擊速度。
PROPSKILL_TXT_000326,Protective Tree Bark,樹皮的保護
