Key,English,Traditional_Chinese
PROPITEMETC_INC_000080,Ellean Set,艾黎安套裝
PROPITEMETC_INC_000081,Shabel Set,蟹卑套裝
PROPITEMETC_INC_000082,Shurian Set,穗利安套裝
PROPITEMETC_INC_000131,Knighert Set,納音赫特套裝
PROPITEMETC_INC_000132,Knighz Set,娜麗芝套裝
PROPITEMETC_INC_000133,Blain Set,布萊恩套裝
PROPITEMETC_INC_000134,Virain Set,菲羽套裝
PROPITEMETC_INC_000135,Jesis Set,戴希斯套裝
PROPITEMETC_INC_000136,Jenes Set,載樂絲套裝
PROPITEMETC_INC_000137,Ranerz Set,雷勒斯套裝
PROPITEMETC_INC_000138,Raze Set,樂絲套裝
PROPITEMETC_INC_000139,Rimyth Set,拉米司套裝
PROPITEMETC_INC_000140,Remingster Set,理銘絲特套裝
PROPITEMETC_INC_000141,Billst Set,畢斯特套裝
PROPITEMETC_INC_000142,Billporon Set,碧爾波倫套裝
PROPITEMETC_INC_000143,Psykon Set,沙利肯套裝
PROPITEMETC_INC_000144,Psyuniper Set,曙里波套裝
PROPITEMETC_INC_000145,Ellis Set,艾力斯套裝
PROPITEMETC_INC_000146,Ellsis Set,恩立席斯套裝
PROPITEMETC_INC_000147,PvE Cruentus Set,PvE 血腥騎士套裝
PROPITEMETC_INC_000148,PvE Cruenta Set,PvE 血腥克魯塔套裝
PROPITEMETC_INC_000149,PvE Noctis Set,PvE 暴風行者套裝
PROPITEMETC_INC_000150,PvE Nox Set,PvE 血腥暗殺者套裝
PROPITEMETC_INC_000151,PvE Velox Set,PvE 血腥操偶師套裝
PROPITEMETC_INC_000152,PvE Valentis Set,PvE 血腥瓦倫蒂斯套裝
PROPITEMETC_INC_000153,PvE Acer Set,PvE 血腥浪人套裝
PROPITEMETC_INC_000154,PvE Acris Set,PvE 血腥阿克里斯套裝
PROPITEMETC_INC_000155,PvE Revenio Set,PvE 血腥守護者套裝
PROPITEMETC_INC_000156,PvE Revenis Set,PvE 血腥雷文尼斯套裝
PROPITEMETC_INC_000157,PvE Grim Set,PvE 血腥爆咒師套裝
PROPITEMETC_INC_000158,PvE Gravis Set,PvE 血腥重力套裝
PROPITEMETC_INC_000159,PvE Twilight Set,PvE 血腥念力師套裝
PROPITEMETC_INC_000160,PvE Eclipse Set,PvE 血腥伊克林斯套裝
PROPITEMETC_INC_000161,PvE Nanemvis Set,PvE 血腥研術者套裝
PROPITEMETC_INC_000162,PvE Namavis Set,PvE 血腥魔導師套裝
PROPITEMETC_INC_000163,PvP Obsidian Cruentus Set,PvP 暗黑聖殿騎士套裝
PROPITEMETC_INC_000164,PvP Obsidian Cruenta Set,PvP 暗黑血腥騎士套裝
PROPITEMETC_INC_000165,PvP Obsidian Noctis Set,PvP 暗黑暴風行者套裝
PROPITEMETC_INC_000166,PvP Obsidian Nox Set,PvP 暗黑暗殺套裝
PROPITEMETC_INC_000167,PvP Obsidian Velox Set,PvP 暗黑風之埋伏者套裝
PROPITEMETC_INC_000168,PvP Obsidian Valentis Set,PvP 暗黑瓦倫蒂斯套裝
PROPITEMETC_INC_000169,PvP Obsidian Acer Set,PvP 暗黑浪人套裝
PROPITEMETC_INC_000170,PvP Obsidian Acris Set,PvP 暗黑阿克里斯套裝
PROPITEMETC_INC_000171,PvP Obsidian Revenio Set,PvP 暗黑守護者套裝
PROPITEMETC_INC_000172,PvP Obsidian Revenis Set,PvP 暗黑雷文尼斯套裝
PROPITEMETC_INC_000173,PvP Obsidian Grim Set,PvP 暗黑爆咒師套裝
PROPITEMETC_INC_000174,PvP Obsidian Gravis Set,PvP 暗黑重力套裝
PROPITEMETC_INC_000175,PvP Obsidian Twilight Set,PvP 暗黑念力師套裝
PROPITEMETC_INC_000176,PvP Obsidian Eclipse Set,PvP 暗黑伊克林斯套裝
PROPITEMETC_INC_000177,PvP Obsidian Nanemvis Set,PvP 暗黑魔導師套裝
PROPITEMETC_INC_000178,PvP Obsidian Namavis Set,PvP 暗黑納馬維斯套裝
PROPITEMETC_INC_000179,Cryro Set,克瑞翁套裝
PROPITEMETC_INC_000180,Cyrent Set,賽倫特套裝
PROPITEMETC_INC_000181,Forrben Set,福爾本套裝
PROPITEMETC_INC_000182,Forrain Set,福蘭套裝
PROPITEMETC_INC_000183,Naneon Set,納尼亞套裝
PROPITEMETC_INC_000184,Nanex Set,納內克斯套裝
PROPITEMETC_INC_000185,Vizes Set,維澤斯套裝
PROPITEMETC_INC_000186,Vizith Set,維茲特套裝
PROPITEMETC_INC_000187,Keinos Set,凱諾斯套裝
PROPITEMETC_INC_000188,Keisan Set,琪桑套裝
PROPITEMETC_INC_000189,Ouken Set,歐肯套裝
PROPITEMETC_INC_000190,Oukest Set,歐克斯特套裝
PROPITEMETC_INC_000191,Peinn Set,佩恩套裝
PROPITEMETC_INC_000192,Penel Set,珮諾套裝
PROPITEMETC_INC_000193,Quinox Set,奎諾克斯套裝
PROPITEMETC_INC_000194,Quition Set,奎伊遜套裝
PROPITEMETC_INC_000195,FWC Golden Cryro Set,FWC 黃金克瑞翁套裝
PROPITEMETC_INC_000196,FWC Golden Cyrent Set,FWC 黃金賽倫特套裝
PROPITEMETC_INC_000197,FWC Golden Forrben Set,FWC 黃金福爾本套裝
PROPITEMETC_INC_000198,FWC Golden Forrain Set,FWC 黃金福蘭套裝
PROPITEMETC_INC_000199,FWC Golden Naneon Set,FWC 黃金納尼亞套裝
PROPITEMETC_INC_000200,FWC Golden Nanex Set,FWC 黃金納內克斯套裝
PROPITEMETC_INC_000201,FWC Golden Vizes Set,FWC 黃金維澤斯套裝
PROPITEMETC_INC_000202,FWC Golden Vizith Set,FWC 黃金維茲特套裝
PROPITEMETC_INC_000203,FWC Golden Keinos Set,FWC 黃金凱諾斯套裝
PROPITEMETC_INC_000204,FWC Golden Keisan Set,FWC 黃金琪桑套裝
PROPITEMETC_INC_000205,FWC Golden Ouken Set,FWC 黃金歐肯套裝
PROPITEMETC_INC_000206,FWC Golden Oukest Set,FWC 黃金歐克斯特套裝
PROPITEMETC_INC_000207,FWC Golden Peinn Set,FWC 黃金佩恩套裝
PROPITEMETC_INC_000208,FWC Golden Penel Set,FWC 黃金珮諾套裝
PROPITEMETC_INC_000209,FWC Golden Quinox Set,FWC 黃金奎諾克斯套裝
PROPITEMETC_INC_000210,FWC Golden Quition Set,FWC 黃金奎伊遜套裝
PROPITEMETC_INC_000211,Warbringer's Set,戰爭使者套裝
PROPITEMETC_INC_000212,Sentinel's Set,哨兵套裝
PROPITEMETC_INC_000213,Spellweaver's Set,織法者套裝
PROPITEMETC_INC_000214,Hawkeye's Set,鷹眼套裝
PROPITEMETC_INC_000215,Champion's Set,狂戰士套裝
PROPITEMETC_INC_000216,Defender's Set,聖衛者套裝
PROPITEMETC_INC_000217,Adept's Set,賢者套裝
PROPITEMETC_INC_000218,Marksman's Set,疾影者套裝
PROPITEMETC_INC_000288,Manebound Set,鬃縛套裝
PROPITEMETC_INC_000289,Manetress Set,鬃影套裝
PROPITEMETC_INC_000290,Lycanith Set,狼魂套裝
PROPITEMETC_INC_000291,Lyceris Set,狼影套裝
PROPITEMETC_INC_000292,Wingwalker Set,翼行套裝
PROPITEMETC_INC_000293,Wingwander Set,飛翼套裝
PROPITEMETC_INC_000294,Fennith Set,霜魂套裝
PROPITEMETC_INC_000295,Fennia Set,霜原套裝
PROPITEMETC_INC_000296,Luminis Set,光耀套裝
PROPITEMETC_INC_000297,Luminia Set,光輝套裝
PROPITEMETC_INC_000298,Tigraknar Set,虎魂套裝
PROPITEMETC_INC_000299,Tigressa Set,虎紋套裝
PROPITEMETC_INC_000300,Primamind Set,始源心智套裝
PROPITEMETC_INC_000301,Primalix Set,原初套裝
PROPITEMETC_INC_000302,Drakorin Set,龍衛套裝
PROPITEMETC_INC_000303,Drakoria Set,龍裔套裝
PROPITEMETC_INC_000304,Bileire Set,比雷爾套裝
PROPITEMETC_INC_000305,Bilari Set,比拉里套裝
PROPITEMETC_INC_000306,Heraud Set,赫羅德套裝
PROPITEMETC_INC_000307,Herainn Set,赫瑞恩套裝
PROPITEMETC_INC_000308,Curio Set,丘里歐套裝
PROPITEMETC_INC_000309,Curena Set,丘瑞娜套裝
PROPITEMETC_INC_000310,Hainure Set,海努雷套裝
PROPITEMETC_INC_000311,Hanira Set,哈妮拉套裝
PROPITEMETC_INC_000312,Reine Set,雷恩套裝
PROPITEMETC_INC_000313,Rayne Set,雷恩娜套裝
PROPITEMETC_INC_000314,Roenier Set,羅尼爾套裝
PROPITEMETC_INC_000315,Roelayne Set,羅蕾恩套裝
PROPITEMETC_INC_000316,Reffiro Set,雷菲羅套裝
PROPITEMETC_INC_000317,Rephira Set,雷菲拉套裝
PROPITEMETC_INC_000318,Lippin Set,利平套裝
PROPITEMETC_INC_000319,Lypine Set,萊平套裝
PROPITEMETC_INC_000320,FWC Golden Bileire Set,FWC 黃金比萊爾套裝
PROPITEMETC_INC_000321,FWC Golden Bilari Set,FWC 黃金比拉里套裝
PROPITEMETC_INC_000322,FWC Golden Heraud Set,FWC 黃金赫羅德套裝
PROPITEMETC_INC_000323,FWC Golden Herainn Set,FWC 黃金赫瑞恩套裝
PROPITEMETC_INC_000324,FWC Golden Curio Set,FWC 黃金丘里歐套裝
PROPITEMETC_INC_000325,FWC Golden Curena Set,FWC 黃金丘瑞娜套裝
PROPITEMETC_INC_000326,FWC Golden Hainure Set,FWC 黃金海努雷套裝
PROPITEMETC_INC_000327,FWC Golden Hanira Set,FWC 黃金哈妮拉套裝
PROPITEMETC_INC_000328,FWC Golden Reine Set,FWC 黃金雷恩套裝
PROPITEMETC_INC_000329,FWC Golden Rayne Set,FWC 黃金雷恩娜套裝
PROPITEMETC_INC_000330,FWC Golden Roenier Set,FWC 黃金羅尼爾套裝
PROPITEMETC_INC_000331,FWC Golden Roelayne Set,FWC 黃金羅蕾恩套裝
PROPITEMETC_INC_000332,FWC Golden Reffiro Set,FWC 黃金雷菲羅套裝
PROPITEMETC_INC_000333,FWC Golden Rephira Set,FWC 黃金雷菲拉套裝
PROPITEMETC_INC_000334,FWC Golden Lippin Set,FWC 黃金利平套裝
PROPITEMETC_INC_000335,FWC Golden Lypine Set,FWC 黃金萊平套裝
PROPITEMETC_INC_000336,FWC 2025 Bloody Death Messenger’s Set (Winners),FWC 2025 血腥死亡信使套裝 (冠軍)
PROPITEMETC_INC_000337,FWC 2025 Golden Death Messenger’s Set (Finalists),FWC 2025 黃金死亡信使套裝 (決賽)
PROPITEMETC_INC_000338,Runthiel Set,倫斯席爾套裝
PROPITEMETC_INC_000339,Runthien Set,倫斯席恩套裝
PROPITEMETC_INC_000340,Rethanor Set,雷薩諾爾套裝
PROPITEMETC_INC_000341,Rethanar Set,雷薩納爾套裝
PROPITEMETC_INC_000342,Zendric Set,贊德里克套裝
PROPITEMETC_INC_000343,Zendricar Set,贊德里卡套裝
PROPITEMETC_INC_000344,Khorviel Set,科維爾套裝
PROPITEMETC_INC_000345,Khorvien Set,科維恩套裝
PROPITEMETC_INC_000346,Zaythor Set,賽索爾套裝
PROPITEMETC_INC_000347,Zaythar Set,賽薩爾套裝
PROPITEMETC_INC_000348,Vornithic Set,沃尼席克套裝
PROPITEMETC_INC_000349,Vornithicar Set,沃尼席卡套裝
PROPITEMETC_INC_000350,Dornith Set,朵尼司套裝
PROPITEMETC_INC_000351,Dornyth Set,朵尼斯人套裝
PROPITEMETC_INC_000352,Quostrel Set,闊斯崔爾套裝
PROPITEMETC_INC_000353,Quostren Set,闊斯崔恩套裝
PROPITEMETC_INC_000354,Chyrelle Set,夏瑞爾套裝
PROPITEMETC_INC_000355,Chyrella Set,夏瑞拉套裝
PROPITEMETC_INC_000356,Noltrave Set,諾崔芙套裝
PROPITEMETC_INC_000357,Noltrava Set,諾崔瓦套裝
PROPITEMETC_INC_000358,Frodral Set,弗羅卓爾套裝
PROPITEMETC_INC_000359,Frodrel Set,弗羅卓爾套裝
PROPITEMETC_INC_000360,Treviron Set,崔維隆套裝
PROPITEMETC_INC_000361,Treviran Set,崔維蘭套裝
PROPITEMETC_INC_000362,Lenvire Set,藍維爾套裝
PROPITEMETC_INC_000363,Lenvira Set,藍維拉套裝
PROPITEMETC_INC_000364,Ordelin Set,奧德林套裝
PROPITEMETC_INC_000365,Ordelyn Set,奧德琳套裝
PROPITEMETC_INC_000366,Tracien Set,崔席恩套裝
PROPITEMETC_INC_000367,Tracior Set,崔席奧套裝
PROPITEMETC_INC_000368,Lorvenic Set,洛維尼克套裝
PROPITEMETC_INC_000369,Lorvenicar Set,洛維尼卡套裝
PROPITEMETC_INC_000370,Etranor Set,伊特拉諾爾套裝
PROPITEMETC_INC_000371,Etranar Set,伊特拉納爾套裝
PROPITEMETC_INC_000372,Lyzarel Set,莉莎瑞爾套裝
PROPITEMETC_INC_000373,Lyzaren Set,莉莎瑞恩套裝
PROPITEMETC_INC_000374,Exiran Set,艾克西蘭套裝
PROPITEMETC_INC_000375,Exiren Set,艾克西蓮套裝
PROPITEMETC_INC_000376,Haskrel Set,哈斯克雷爾套裝
PROPITEMETC_INC_000377,Haskren Set,哈斯克雷恩套裝
PROPITEMETC_INC_000378,Kevric Set,凱弗里克套裝
PROPITEMETC_INC_000379,Kevricar Set,凱弗里卡套裝
PROPITEMETC_INC_000380,Brakiven Set,布拉基文套裝
PROPITEMETC_INC_000381,Brakivar Set,布拉基瓦套裝
PROPITEMETC_INC_000382,Zorect Set,佐雷克特套裝
PROPITEMETC_INC_000383,Zoracet Set,佐拉塞特套裝
PROPITEMETC_INC_000384,Sholthar Set,修爾薩爾套裝
PROPITEMETC_INC_000385,Sholtharen Set,修爾薩倫套裝
PROPITEMETC_INC_000386,Ustamel Set,烏斯塔梅爾套裝
PROPITEMETC_INC_000387,Ustamen Set,烏斯塔門套裝
PROPITEMETC_INC_000388,Obbric Set,歐布里克套裝
PROPITEMETC_INC_000389,Obbricar Set,歐布里卡套裝
PROPITEMETC_INC_000390,Yrenoth Set,伊雷諾斯套裝
PROPITEMETC_INC_000391,Yrenath Set,伊雷納斯套裝
PROPITEMETC_INC_000392,Vostran Set,沃斯特蘭套裝
PROPITEMETC_INC_000393,Vostren Set,沃斯特倫套裝
PROPITEMETC_INC_000394,Virashon Set,維拉頌套裝
PROPITEMETC_INC_000395,Verashan Set,維拉珊套裝
PROPITEMETC_INC_000396,Menicor Set,梅尼科爾套裝
PROPITEMETC_INC_000397,Maenicar Set,梅尼卡爾套裝
PROPITEMETC_INC_000398,Tremiel Set,崔米爾套裝
PROPITEMETC_INC_000399,Tramien Set,崔米恩套裝
PROPITEMETC_INC_000400,Calthien Set,卡爾席恩套裝
PROPITEMETC_INC_000401,Calthior Set,卡爾席奧套裝
