Key,English,Traditional_Chinese
ACHIEVEMENT_KILL_DREADFIN_NAME,Dreadfin,恐鰭
ACHIEVEMENT_KILL_DREADSCALE_NAME,Dreadscale,恐懼鱗片
ACHIEVEMENT_KILL_LUMINFIN_NAME,Luminfin,魯明芬
ACHIEVEMENT_KILL_REDMETEONYKER_NAME,Red Meteonyker,炙焰飛龍
ACHIEVEMENT_KILL_CAVEMANCHIEF_NAME,Caveman Chief,穴居人酋長
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_NAME,Temple Guardian,聖殿守護者
ACHIEVEMENT_KILL_GREATKRAKEN_NAME,Great Kraken,巨大克拉肯
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_NAME,Pyramid Guardian,金字塔守護者
ACHIEVEMENT_KILL_CRYSTALDEVIL_NAME,Crystal Demon Lord,水晶惡魔王
ACHIEVEMENT_KILL_BEASTKINGKHAN_NAME,Beast King Khan,獸王可汗
ACHIEVEMENT_KILL_SHADEKRITON_NAME,[Shade Lieutenant] Kriton,[暗影中尉] 克里頓
ACHIEVEMENT_KILL_PUPPETWOLF_NAME,Hundur Sharpfoot,百夏足
ACHIEVEMENT_KILL_RYSENTRY_NAME,Samoset,Samoset
ACHIEVEMENT_KILL_RYGUARD_NAME,Kyouchish,Kyouchish
ACHIEVEMENT_KILL_RYARCHER_NAME,Kanonicus,Kanonicus
ACHIEVEMENT_KILL_RYMAGI_NAME,Mage Redcloud,Mage Redcloud
ACHIEVEMENT_KILL_RYWARRIOR_NAME,Taiaha,Taiaha
ACHIEVEMENT_KILL_SKELWOLF_NAME,Hellhound,Hellhound
ACHIEVEMENT_KILL_RYBARGA_NAME,Chief Keokuk,Chief Keokuk
ACHIEVEMENT_KILL_BEHEMOTH03_NAME,[God of Death] Demonic Ankou,[死神]冥魔安庫
ACHIEVEMENT_KILL_AIBATT_LVL1,Aibatt Slayer 1,獨眼蝙蝠殺手 1
ACHIEVEMENT_KILL_AIBATT_LVL2,Aibatt Slayer 2,獨眼蝙蝠殺手 2
ACHIEVEMENT_KILL_AIBATT_LVL3,Aibatt Slayer 3,獨眼蝙蝠殺手 3
ACHIEVEMENT_KILL_AIBATT_LVL4,Aibatt Slayer 4,獨眼蝙蝠殺手 4
ACHIEVEMENT_KILL_AIBATT_LVL5,Aibatt Hunter,獨眼蝙蝠獵人
ACHIEVEMENT_KILL_MUSHPANG_LVL1,Mushpang Slayer 1,咚咚菇殺手 1
ACHIEVEMENT_KILL_MUSHPANG_LVL2,Mushpang Slayer 2,咚咚菇殺手 2
ACHIEVEMENT_KILL_MUSHPANG_LVL3,Mushpang Slayer 3,咚咚菇殺手 3
ACHIEVEMENT_KILL_MUSHPANG_LVL4,Mushpang Slayer 4,咚咚菇殺手 4
ACHIEVEMENT_KILL_MUSHPANG_LVL5,Mushpang Hunter,咚咚菇獵人
ACHIEVEMENT_KILL_BURUDENG_LVL1,Burudeng Slayer 1,藍甲蟲殺手 1
ACHIEVEMENT_KILL_BURUDENG_LVL2,Burudeng Slayer 2,藍甲蟲殺手 2
ACHIEVEMENT_KILL_BURUDENG_LVL3,Burudeng Slayer 3,藍甲蟲殺手 3
ACHIEVEMENT_KILL_BURUDENG_LVL4,Burudeng Slayer 4,藍甲蟲殺手 4
ACHIEVEMENT_KILL_BURUDENG_LVL5,Burudeng Hunter,藍甲蟲獵人
ACHIEVEMENT_KILL_PUKEPUKE_LVL1,Pukepuke Slayer 1,噗卡噗卡殺手 1
ACHIEVEMENT_KILL_PUKEPUKE_LVL2,Pukepuke Slayer 2,噗卡噗卡殺手 2
ACHIEVEMENT_KILL_PUKEPUKE_LVL3,Pukepuke Slayer 3,噗卡噗卡殺手 3
ACHIEVEMENT_KILL_PUKEPUKE_LVL4,Pukepuke Slayer 4,噗卡噗卡殺手 4
ACHIEVEMENT_KILL_PUKEPUKE_LVL5,Pukepuke Hunter,噗卡噗卡獵人
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL1,Peakyturtle Slayer 1,尖刺犰狳殺手 1
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL2,Peakyturtle Slayer 2,尖刺犰狳殺手 2
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL3,Peakyturtle Slayer 3,尖刺犰狳殺手 3
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL4,Peakyturtle Slayer 4,尖刺犰狳殺手 4
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL5,Peakyturtle Hunter,戰車蟲獵人
ACHIEVEMENT_KILL_DEMIAN_LVL1,Demian Slayer 1,丹丹殺手 1
ACHIEVEMENT_KILL_DEMIAN_LVL2,Demian Slayer 2,丹丹殺手 2
ACHIEVEMENT_KILL_DEMIAN_LVL3,Demian Slayer 3,丹丹殺手 3
ACHIEVEMENT_KILL_DEMIAN_LVL4,Demian Slayer 4,丹丹殺手 4
ACHIEVEMENT_KILL_DEMIAN_LVL5,Demian Hunter,丹丹獵人
ACHIEVEMENT_KILL_DORIDOMA_LVL1,Doridoma Slayer 1,多魯殺手 1
ACHIEVEMENT_KILL_DORIDOMA_LVL2,Doridoma Slayer 2,多魯殺手 2
ACHIEVEMENT_KILL_DORIDOMA_LVL3,Doridoma Slayer 3,多魯殺手 3
ACHIEVEMENT_KILL_DORIDOMA_LVL4,Doridoma Slayer 4,多魯殺手 4
ACHIEVEMENT_KILL_DORIDOMA_LVL5,Doridoma Hunter,多魯獵人
ACHIEVEMENT_KILL_LAWOLF_LVL1,Lawolf Slayer 1,布魯狼殺手 1
ACHIEVEMENT_KILL_LAWOLF_LVL2,Lawolf Slayer 2,布魯狼殺手 2
ACHIEVEMENT_KILL_LAWOLF_LVL3,Lawolf Slayer 3,布魯狼殺手 3
ACHIEVEMENT_KILL_LAWOLF_LVL4,Lawolf Slayer 4,布魯狼殺手 4
ACHIEVEMENT_KILL_LAWOLF_LVL5,Lawolf Hunter,布魯狼獵人
ACHIEVEMENT_KILL_FEFERN_LVL1,Fefern Slayer 1,蜥蜴草殺手 1
ACHIEVEMENT_KILL_FEFERN_LVL2,Fefern Slayer 2,蜥蜴草殺手 2
ACHIEVEMENT_KILL_FEFERN_LVL3,Fefern Slayer 3,蜥蜴草殺手 3
ACHIEVEMENT_KILL_FEFERN_LVL4,Fefern Slayer 4,蜥蜴草殺手 4
ACHIEVEMENT_KILL_FEFERN_LVL5,Fefern Hunter,蜥蜴草獵人
ACHIEVEMENT_KILL_NYANGNYANG_LVL1,Nyangnyang Slayer 1,喵娘殺手 1
ACHIEVEMENT_KILL_NYANGNYANG_LVL2,Nyangnyang Slayer 2,喵娘殺手 2
ACHIEVEMENT_KILL_NYANGNYANG_LVL3,Nyangnyang Slayer 3,喵娘殺手 3
ACHIEVEMENT_KILL_NYANGNYANG_LVL4,Nyangnyang Slayer 4,喵娘殺手 4
ACHIEVEMENT_KILL_NYANGNYANG_LVL5,Nyangnyang Hunter,喵娘獵人
ACHIEVEMENT_KILL_BANG_LVL1,Bang Slayer 1,崩崩殺手 1
ACHIEVEMENT_KILL_BANG_LVL2,Bang Slayer 2,崩崩殺手 2
ACHIEVEMENT_KILL_BANG_LVL3,Bang Slayer 3,崩崩殺手 3
ACHIEVEMENT_KILL_BANG_LVL4,Bang Slayer 4,崩崩殺手 4
ACHIEVEMENT_KILL_BANG_LVL5,Bang Hunter,崩崩獵人
ACHIEVEMENT_KILL_MOTHBEE_LVL1,Mothbee Slayer 1,魔斯蜂殺手 1
ACHIEVEMENT_KILL_MOTHBEE_LVL2,Mothbee Slayer 2,魔斯蜂殺手 2
ACHIEVEMENT_KILL_MOTHBEE_LVL3,Mothbee Slayer 3,魔斯蜂殺手 3
ACHIEVEMENT_KILL_MOTHBEE_LVL4,Mothbee Slayer 4,魔斯蜂殺手 4
ACHIEVEMENT_KILL_MOTHBEE_LVL5,Mothbee Hunter,魔斯蜂空軍獵人
ACHIEVEMENT_KILL_WAGSAAC_LVL1,Wagsaac Slayer 1,拳頭花殺手 1
ACHIEVEMENT_KILL_WAGSAAC_LVL2,Wagsaac Slayer 2,拳頭花殺手 2
ACHIEVEMENT_KILL_WAGSAAC_LVL3,Wagsaac Slayer 3,拳頭花殺手 3
ACHIEVEMENT_KILL_WAGSAAC_LVL4,Wagsaac Slayer 4,拳頭花殺手 4
ACHIEVEMENT_KILL_WAGSAAC_LVL5,Wagsaac Hunter,拳頭花獵人
ACHIEVEMENT_KILL_FLYBAT_LVL1,Flybat Slayer 1,巨眼蝙蝠殺手 1
ACHIEVEMENT_KILL_FLYBAT_LVL2,Flybat Slayer 2,巨眼蝙蝠殺手 2
ACHIEVEMENT_KILL_FLYBAT_LVL3,Flybat Slayer 3,巨眼蝙蝠殺手 3
ACHIEVEMENT_KILL_FLYBAT_LVL4,Flybat Slayer 4,巨眼蝙蝠殺手 4
ACHIEVEMENT_KILL_FLYBAT_LVL5,Flybat Hunter,獨眼血蝙蝠獵人
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,米兒殺手 1
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,米兒殺手 2
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,米兒殺手 3
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,米兒殺手 4
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,米兒獵人
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,南瓜先生殺手 1
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,南瓜先生殺手 2
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,南瓜先生殺手 3
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,南瓜先生殺手 4
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,南瓜先生獵人
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,赤螳螂殺手 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,赤螳螂殺手 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,赤螳螂殺手 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,赤螳螂殺手 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,赤螳螂獵人
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,曾德羅斯殺手1
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,曾德羅斯殺手2
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,曾德羅斯殺手3
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,曾德羅斯殺手4
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,曾德羅斯獵人
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,傑克槌殺手 1
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,傑克槌殺手 2
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,傑克槌殺手 3
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,傑克槌殺手 4
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,傑克槌獵人
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,整人箱殺手1
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,整人箱殺手2
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,整人箱殺手3
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,整人箱殺手4
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,整人箱獵人
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,牛唄唄殺手 1
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,牛唄唄殺手 2
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,牛唄唄殺手 3
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,牛唄唄殺手 4
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,牛唄唄獵人
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,巴斯克殺手 1
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,巴斯克殺手 2
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,巴斯克殺手 3
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,巴斯克殺手 4
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,巴斯克獵人
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,尼帕魯巴殺手 1
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,尼帕魯巴殺手 2
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,尼帕魯巴殺手 3
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,尼帕魯巴殺手 4
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,尼帕魯巴獵人
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,獨刀殺手 1
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,獨刀殺手 2
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,獨刀殺手 3
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,獨刀殺手 4
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,獨刀獵人
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,哞哞殺手 1
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,哞哞殺手 2
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,哞哞殺手 3
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,哞哞殺手 4
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,哞哞獵人
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,疊疊樂殺手 1
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,疊疊樂殺手 2
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,疊疊樂殺手 3
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,疊疊樂殺手 4
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,疊疊樂獵人
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,發條娃娃殺手 1
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,發條娃娃殺手 2
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,發條娃娃殺手 3
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,發條娃娃殺手 4
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,發條娃娃獵人
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,骷髏魔翼殺手 1
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,骷髏魔翼殺手 2
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,骷髏魔翼殺手 3
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,骷髏魔翼殺手 4
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,骷髏魔翼獵人
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,苦命超人殺手 1
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,苦命超人殺手 2
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,苦命超人殺手 3
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,苦命超人殺手 4
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,苦命超人獵人
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,血紅蠍殺手1
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,血紅蠍殺手2
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,血紅蠍殺手3
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,血紅蠍殺手
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,血紅蠍獵人
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,巴斯克砲兵殺手 1
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,巴斯克砲兵殺手 2
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,巴斯克砲兵殺手 3
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,巴斯克砲兵殺手 4
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,巴斯克獵人
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,小丑術士殺手 1
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,小丑術士殺手 2
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,小丑術士殺手 3
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,小丑術士殺手 4
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,小丑實習生獵人
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,飛行波尼殺手 1
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,飛行波尼殺手 2
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,飛行波尼殺手 3
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,飛行波尼殺手 4
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,飛行胖波尼獵人
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,單輪機器人殺手 1
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,單輪機器人殺手 2
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,單輪機器人殺手 3
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,單輪機器人殺手 4
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,單輪機器人獵人
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,血狼殺手 1
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,血狼殺手 2
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,血狼殺手 3
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,血狼殺手 4
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,血狼獵人
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,電電仔殺手1
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,電電仔殺手2
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,電電仔殺手3
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,電電仔殺手4
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,電電仔獵人
ACHIEVEMENT_KILL_STEAMWALKER_LVL1,Steam Walker Slayer 1,蒸氣機械殺手 1
ACHIEVEMENT_KILL_STEAMWALKER_LVL2,Steam Walker Slayer 2,蒸氣機械殺手 2
ACHIEVEMENT_KILL_STEAMWALKER_LVL3,Steam Walker Slayer 3,蒸氣機械殺手 3
ACHIEVEMENT_KILL_STEAMWALKER_LVL4,Steam Walker Slayer 4,蒸氣機械殺手 4
ACHIEVEMENT_KILL_STEAMWALKER_LVL5,Steam Walker Hunter,蒸氣機械獵人
ACHIEVEMENT_KILL_STEELKNIGHT_LVL1,Steel Knight Slayer 1,鋼鐵騎士殺手 1
ACHIEVEMENT_KILL_STEELKNIGHT_LVL2,Steel Knight Slayer 2,鋼鐵騎士殺手 2
